# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  8 06:00:51 2015
#
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
#
rowid,pl_discmethod,pl_orbper,pl_orbsmax
682,Transit,6.02976000,0.068400
683,Transit,5.28696000,
684,Transit,7.07142000,
685,Transit,10.31170000,
686,Transit,16.14570000,
687,Transit,27.45360000,
688,Transit,15.96540000,
689,Transit,179.61200000,
690,Transit,11.42754800,0.094000
691,Transit,23.66820500,0.153000
692,Transit,51.75539400,0.257000
693,Transit,5.41220000,0.066000
694,Transit,7.12593900,0.072000
695,Transit,6.16486000,
696,Transit,13.57080000,
697,Transit,23.98020000,
698,Transit,43.84450000,
699,Transit,3.17999700,0.044000
700,Transit,4.90142500,0.059000
701,Transit,7.95820300,0.082000
702,Transit,14.74904900,0.123000
703,Transit,49.18392100,0.292000
704,Transit,190.32349400,0.721000
705,Transit,6.48163000,
706,Transit,21.22270000,
707,Transit,10.30390000,0.091000
708,Transit,13.02410000,0.107000
709,Transit,22.68450000,0.155000
710,Transit,31.99960000,0.195000
711,Transit,46.68880000,0.250000
712,Transit,118.38070000,0.466000
713,Transit,12.69111200,0.107000
714,Transit,31.71977500,0.198000
715,Transit,3.34181500,0.046000
716,Transit,224.78460800,0.761000
717,Transit,8.40887800,0.076000
718,Transit,28.57426300,0.172000
719,Transit,4.75400000,
720,Transit,8.92507000,
721,Transit,5.18854900,0.053000
722,Transit,8.04100000,
723,Transit,11.77600000,
724,Transit,2.40367900,0.036000
725,Transit,8.99088900,0.087000
726,Transit,5.96873400,0.069000
727,Transit,13.07163000,0.116000
728,Transit,18.79592280,0.144500
729,Transit,50.79039100,0.280400
730,Transit,7.51849600,0.073000
731,Transit,20.17202000,0.141000
732,Transit,2.42208200,0.035000
733,Transit,4.12510300,0.049000
734,Transit,4.43796370,0.055600
735,Transit,6.31250100,0.055000
736,Transit,12.79458500,0.088000
737,Transit,3.17742200,0.039000
738,Transit,41.00801100,0.216000
739,Transit,5.76619300,0.064000
740,Transit,12.46598800,0.108000
741,Transit,21.58747500,0.155000
742,Transit,37.99327300,0.227000
743,Transit Timing Variations,56.26800000,
744,Transit,17.23236600,0.135000
745,Transit,26.69507400,0.181000
746,Transit,3.41049300,0.039000
747,Transit,13.82137500,0.100000
748,Transit,30.95085100,0.170000
749,Transit,4.16438900,0.041000
750,Transit,5.77446400,0.051000
751,Transit,10.49571100,0.099000
752,Transit,21.86974100,0.162000
753,Transit,100.28313400,0.448000
754,Transit,14.43588900,0.125000
755,Transit,29.39319500,0.200000
756,Transit,48.63040800,0.280000
757,Transit,15.09000000,
758,Transit,22.80400000,
759,Transit,15.79186000,0.131000
760,Transit,82.20017000,0.393000
761,Transit,8.45745800,0.079000
762,Transit,27.50868000,0.178000
763,Transit,87.51790500,0.377000
764,Transit,16.09200000,
765,Transit,25.51690000,
766,Transit,6.17819600,0.067000
767,Transit,6.41491400,0.068000
768,Transit,18.01019900,0.136000
769,Transit,8.12997600,0.083000
770,Transit,31.51758600,0.204000
771,Transit,5.31742900,0.060000
772,Transit,10.10578500,0.092000
773,Transit,6.00253000,0.067000
774,Transit,11.44870800,0.103000
775,Transit,11.57890000,0.106000
776,Transit,16.39923500,0.133000
777,Transit,8.43638700,0.077000
778,Transit,18.73575300,0.130000
779,Transit,10.31260000,
780,Transit,13.78130000,
781,Transit,23.08810000,
782,Transit,15.77104400,0.127000
783,Transit,157.07287800,0.586000
784,Transit,6.79012300,
785,Transit,3.25427000,0.045000
786,Transit,91.35328200,0.414000
787,Transit,3.10767500,0.039000
788,Transit,7.01060600,0.067000
789,Transit,2.02415200,0.032000
790,Transit,4.76170200,0.057000
791,Transit,41.80911800,0.242000
792,Transit,16.00758300,0.127000
793,Transit,27.08251100,0.181000
794,Transit,5.88527300,0.066000
795,Transit,10.10466500,0.094000
796,Transit,22.95100000,
797,Transit,42.88200000,
798,Transit,31.15879900,0.200000
799,Transit,76.73217100,0.364000
800,Transit,12.61058400,0.113000
801,Transit,33.41642300,0.216000
802,Transit,1.72936600,0.028000
803,Transit,4.18004300,0.050000
804,Transit,29.19894300,0.184000
805,Transit,55.32832800,0.281000
806,Transit,160.01803200,0.571000
807,Transit,4.94278200,0.057140
808,Transit,3.42805400,0.044000
809,Transit,7.38199800,0.073000
810,Transit,12.56093000,0.104000
811,Transit,30.82655700,0.189000
812,Transit,15.22895800,0.116000
813,Transit,24.67461200,0.160000
814,Transit,18.20797300,0.124000
815,Transit,88.25505500,0.356000
816,Transit,18.87022700,0.129000
817,Transit,46.90232000,0.237000
818,Transit,33.04053200,0.198000
819,Transit,62.30327600,0.303000
820,Transit,5.93119400,0.056000
821,Transit,52.66179300,0.242000
822,Transit,4.97345600,0.054000
823,Transit,15.90680100,0.117000
824,Transit,1.73234200,0.028000
825,Transit,13.54050000,0.110000
826,Transit,16.70918400,0.111000
827,Transit,28.55138300,0.158000
828,Transit,10.13962300,0.082000
829,Transit,43.59579200,0.218000
830,Transit,228.77600000,0.704800
831,Transit,4.30942700,0.050000
832,Transit,13.69908700,0.109000
833,Transit,4.92135500,0.054000
834,Transit,7.06424000,0.068000
835,Transit,6.91979800,0.069000
836,Transit,19.44635500,0.137000
837,Transit,7.81093700,0.078000
838,Transit,21.34726200,0.152000
839,Transit,5.03503000,0.058000
840,Transit,10.94572300,0.097000
841,Transit,28.98676900,0.187000
842,Transit,8.18084800,0.072000
843,Transit,15.31299000,0.110000
844,Transit,7.65025400,0.072000
845,Transit,34.26028100,0.195000
846,Transit,4.39314700,0.048000
847,Transit,7.40609700,0.068000
848,Transit,4.42539100,0.056000
849,Transit,13.19324200,0.116000
850,Transit,3.25061900,0.040000
851,Transit,6.19546900,0.062000
852,Transit,8.34812500,0.075000
853,Transit,13.76710200,0.105000
854,Transit,87.09019500,0.359000
855,Transit,1.48571080,0.025910
856,Transit,7.93059200,0.080000
857,Transit,16.66586300,0.131000
858,Transit,4.16697200,0.050000
859,Transit,11.46346200,0.098000
860,Transit,39.59551900,0.223000
861,Transit,2.94030900,0.040000
862,Transit,6.38899600,0.068000
863,Transit,14.62711900,0.118000
864,Transit,35.11873600,0.211000
865,Transit,4.26374200,0.048000
866,Transit,8.00577700,0.074000
867,Transit,13.98179000,0.100000
868,Transit,44.00052900,0.214000
869,Transit,247.35373000,0.677000
870,Transit,11.90351500,0.105000
871,Transit,34.03525700,0.213000
872,Transit,5.43307400,0.058000
873,Transit,12.75971200,0.102000
874,Transit,25.75197400,0.163000
875,Transit,36.85500000,
876,Transit,49.41200000,
877,Transit,9.57669400,0.085000
878,Transit,20.55280200,0.142000
879,Transit,96.67898800,0.397000
880,Transit,2.73592600,0.036000
881,Transit,6.40013000,0.064000
882,Transit,3.50472500,0.044700
883,Transit,7.64159000,0.075200
884,Transit,14.85888000,0.117200
885,Transit,13.81712400,0.109000
886,Transit,41.88577500,0.229000
887,Transit,3.13787300,0.040000
888,Transit,4.30214900,0.049000
889,Transit,9.82579200,0.096000
890,Transit,20.68434200,0.157000
891,Transit,5.68794500,0.064000
892,Transit,11.63707100,0.103000
893,Transit,10.68757600,0.092000
894,Transit,20.30300500,0.141000
895,Transit,29.02235800,0.179000
896,Transit,1.63290000,0.026000
897,Transit,20.72904200,0.139000
898,Transit,3.88679070,0.034300
899,Transit,7.26730200,0.045100
900,Transit,13.34299600,0.078100
901,Transit,22.40770400,0.110000
902,Transit,129.94410000,0.432000
903,Transit,4.93886400,0.059000
904,Transit,10.64026300,0.099000
905,Transit,2.06189700,0.032000
906,Transit,5.99655300,0.066000
907,Transit,10.39993100,0.088000
908,Transit,20.13486600,0.137000
909,Transit,9.28699440,
910,Transit Timing Variations,160.00000000,
911,Transit,2.01999900,0.030000
912,Transit,3.76302400,0.045000
913,Transit,9.93963200,0.087000
914,Transit,17.73850600,0.128000
915,Transit,9.92674600,0.090000
916,Transit,21.22340000,0.150000
917,Transit,11.38848000,0.106000
918,Transit,50.69749400,0.286000
919,Transit,2.09228100,0.032000
920,Transit,17.30803200,0.131000
921,Transit,52.81497300,0.275000
922,Transit,8.30787200,0.077000
923,Transit,34.09686300,0.197000
924,Transit,20.73988600,0.138000
925,Transit,47.42773700,0.240000
926,Transit,5.59930800,0.060000
927,Transit,10.34969500,0.090000
928,Transit,15.67756300,0.119000
929,Transit,25.20971500,0.164000
930,Transit,17.79003700,0.131000
931,Transit,49.56741600,0.259000
932,Transit,23.63760400,0.158000
933,Transit,67.09340800,0.316000
934,Transit,3.69612190,0.045370
935,Transit,10.85409200,0.093000
936,Transit,77.61184000,0.345300
937,Transit,6.09849300,
938,Transit,19.57706000,
939,Transit,8.59480500,0.080000
940,Transit,10.22215700,0.090000
941,Transit,25.67208300,0.175000
942,Transit,151.88405800,0.573000
943,Transit,4.06942700,0.045000
944,Transit,16.28249300,0.113000
945,Transit,3.16269700,0.043000
946,Transit,5.37064700,0.061000
947,Transit,11.32972000,0.100000
948,Transit,14.40097400,0.117000
949,Transit,25.66059300,0.173000
950,Transit,2.75564000,0.032000
951,Transit,20.30654600,0.122000
952,Transit,7.78198700,0.078000
953,Transit,13.13747100,0.111000
954,Transit,23.44281000,0.163000
955,Transit,1.61186500,0.029000
956,Transit,3.07157100,0.044000
957,Transit,5.86807500,0.068000
958,Transit,4.22864000,0.054000
959,Transit,7.46662300,0.079000
960,Transit,11.13178600,0.103000
961,Transit,16.25945800,0.132000
962,Transit,16.08784500,0.122000
963,Transit,41.74988200,0.231000
964,Transit,2.78575500,0.042507
965,Transit,2.45323400,0.032000
966,Transit,7.97251300,0.070000
967,Transit,4.13857500,0.048000
968,Transit,6.04045000,0.062000
969,Transit,16.25758200,0.133000
970,Transit,31.80517400,0.207000
971,Transit,2.46236000,0.036000
972,Transit,4.82296200,0.057000
973,Transit,15.66054400,0.130000
974,Transit,28.77980000,0.194000
975,Transit,9.36067200,0.084000
976,Transit,14.66710800,0.113000
977,Transit,30.86442300,0.185000
978,Transit,68.16101000,0.314000
979,Transit,7.69364100,0.079000
980,Transit,17.40666900,0.136000
981,Transit,5.37494300,0.065000
982,Transit,8.58600400,0.089000
983,Transit,3.61933700,0.046000
984,Transit,44.69957600,0.248000
985,Transit,4.58551200,0.057000
986,Transit,22.71461300,0.165000
987,Transit,47.90364500,0.272000
988,Transit,289.86230000,0.849000
989,Transit,4.15980700,0.046000
990,Transit,9.03419900,0.076000
991,Transit,28.12239700,0.163000
992,Transit,45.90273300,0.226000
993,Transit,2.79590600,0.037000
994,Transit,5.69058600,0.059000
995,Transit,10.04156000,0.087000
996,Transit,18.36991700,0.130000
997,Transit,3.93698100,0.048000
998,Transit,10.08881000,0.091000
999,Transit,28.08191200,0.180000
1000,Transit,7.38410800,0.073000
1001,Transit,9.84818300,0.088000
1002,Transit,14.78875900,0.116000
1003,Transit,19.72173400,0.140000
1004,Transit,3.13292400,0.038000
1005,Transit,5.92500300,0.058000
1006,Transit,11.34939300,0.089000
1007,Transit,18.64357700,0.124000
1008,Transit,6.73897500,0.056000
1009,Transit,18.79423400,0.111000
1010,Transit,3.94099700,0.047000
1011,Transit,5.34955500,0.058000
1012,Transit,8.10904400,0.076000
1013,Transit,9.48801500,0.090000
1014,Transit,54.41869400,0.290000
1015,Transit,2.56654600,0.038000
1016,Transit,4.13444400,0.052000
1017,Transit,11.09428600,0.101000
1018,Transit,6.25297200,0.062000
1019,Transit,16.06863800,0.117000
1020,Transit,41.19491200,0.220000
1021,Transit,7.10730000,0.075000
1022,Transit,10.74210000,0.099000
1023,Transit,15.27429900,0.124000
1024,Transit,32.62555500,0.191000
1025,Transit,91.77324200,0.380000
1026,Transit,10.06527500,0.074000
1027,Transit,19.27156600,0.114000
1028,Transit,4.43122200,0.054000
1029,Transit,11.37934900,0.101000
1030,Transit,8.47238200,0.077000
1031,Transit,60.41895500,0.287000
1032,Transit,2.71150600,0.040000
1033,Transit,7.21205000,0.077000
1034,Transit,3.34022200,0.037000
1035,Transit,7.82490400,0.065000
1036,Transit,20.06054800,0.122000
1037,Transit,46.18366900,0.213000
1038,Transit,8.29561100,0.065000
1039,Transit,23.96812700,0.132000
1040,Transit,4.71510600,0.050000
1041,Transit,8.10363600,0.071000
1042,Transit,2.09087600,0.034000
1043,Transit,6.15555700,0.069000
1044,Transit,13.23354900,0.115000
1045,Transit,23.65400000,
1046,Transit,50.44700000,
1047,Transit,11.76305100,0.095000
1048,Transit,56.22809800,0.268000
1049,Transit,8.14530000,0.080000
1050,Transit,12.33350000,0.106000
1051,Transit,4.24438400,0.051000
1052,Transit,18.99835500,0.138000
1053,Transit,4.14449500,0.048000
1054,Transit,7.95352800,0.074000
1055,Transit,12.71809200,0.094000
1056,Transit,36.06597800,0.189000
1057,Transit,8.20395000,0.075000
1058,Transit,14.49648100,0.109000
1059,Transit,5.71544200,0.062000
1060,Transit,20.02621800,0.142000
1061,Transit,4.31179200,0.050000
1062,Transit,9.76729200,0.087000
1063,Transit,20.05040100,0.140000
1064,Transit,7.49019000,0.071000
1065,Transit,17.46081200,0.124000
1066,Transit,36.27710800,0.202000
1067,Transit,4.60182000,0.052000
1068,Transit,11.18716100,0.095000
1069,Transit,3.33616000,0.042000
1070,Transit,9.43945200,0.084000
1071,Transit,20.47791200,0.140000
1072,Transit,6.30820500,0.066000
1073,Transit,16.23949400,0.123000
1074,Transit,3.30653900,0.035000
1075,Transit,7.11370200,0.058000
1076,Transit,15.36845900,0.097000
1077,Transit,6.23850000,0.068000
1078,Transit,12.72040000,0.110000
1079,Radial Velocity,123.00000000,
1080,Transit,4.14814100,0.048000
1081,Transit,7.15680400,0.069000
1082,Transit,17.64831200,0.127000
1083,Transit,4.79093600,0.053000
1084,Transit,16.51404300,0.122000
1085,Transit,30.13300100,0.182000
1086,Transit,99.64016100,0.404000
1087,Transit,6.66839100,0.058000
1088,Transit,10.84846300,0.080000
1089,Transit,3.78398600,0.046000
1090,Transit,10.28195100,0.089000
1091,Transit,18.11986900,0.130000
1092,Transit,5.82666200,0.064000
1093,Transit,12.41218300,0.105000
1094,Transit,18.74647700,0.139000
1095,Transit,5.71460600,0.063000
1096,Transit,9.94604700,0.092000
1097,Transit,1.62049300,0.027000
1098,Transit,3.38802000,0.045000
1099,Transit,5.83917200,0.064000
1100,Transit,10.68157200,0.096000
1101,Transit,2.38266700,0.034000
1102,Transit,6.58148400,0.066000
1103,Transit,24.66455100,0.160000
1104,Transit,13.19722000,0.103000
1105,Transit,33.65307900,0.193000
1106,Transit,8.11531700,0.079000
1107,Transit,36.92493100,0.217000
1108,Transit,12.28290000,0.085000
1109,Transit,17.25130000,0.107000
1110,Transit,3.54391900,0.039000
1111,Transit,46.82791500,0.220000
1112,Transit,8.18739900,0.075000
1113,Transit,76.05017800,0.332000
1114,Transit,10.38122700,0.088000
1115,Transit,24.57085800,0.156000
1116,Transit,13.06085500,0.108000
1117,Transit,21.85372200,0.152000
1118,Transit,16.56808700,0.120000
1119,Transit,47.33277300,0.242000
1120,Transit,40.80623100,0.249000
1121,Transit,140.10126100,0.566000
1122,Transit,6.84626200,0.069000
1123,Transit,17.02893700,0.127000
1124,Transit,43.13061700,0.236000
1125,Transit,67.83102400,0.319000
1126,Transit,6.61833000,0.071000
1127,Transit,107.72360100,0.457000
1128,Transit,3.35372800,0.037000
1129,Transit,6.87745000,0.060000
1130,Transit,28.46451500,0.154000
1131,Transit,25.93413800,0.180000
1132,Transit,83.44639300,0.391000
1133,Transit,5.32671800,0.061000
1134,Transit,8.12789900,0.081000
1135,Transit,15.33480000,0.118000
1136,Transit,31.33090000,0.191000
1137,Transit,11.47609400,0.107000
1138,Transit,25.26288700,0.180000
1139,Transit,5.21773800,0.056000
1140,Transit,7.41093500,0.071000
1141,Transit,2.97135300,0.038000
1142,Transit,6.05734200,0.061000
1143,Transit,10.93730400,0.091000
1144,Transit,2.93653200,0.037000
1145,Transit,8.01492700,0.073000
1146,Transit,11.63478800,0.101000
1147,Transit,33.19786100,0.204000
1148,Transit,10.30068200,0.098000
1149,Transit,16.08813400,0.132000
1150,Transit,35.67606200,0.224000
1151,Transit,14.12841000,0.119000
1152,Transit,31.88400000,
1153,Transit,48.64800000,
1154,Transit,17.32400000,
1155,Transit,33.00600000,
1156,Transit,30.16054600,0.207000
1157,Transit,51.07877500,0.294000
1158,Transit,12.30968100,0.112000
1159,Transit,35.73600000,
1160,Transit,54.41400000,
1161,Transit,5.91230000,0.062000
1162,Transit,8.98580000,0.081000
1163,Transit,2.13954200,0.032000
1164,Transit,4.80709100,0.056000
1165,Transit,14.64600800,0.117000
1166,Transit,36.33737300,0.215000
1167,Transit,9.22052400,0.082000
1168,Transit,13.63872300,0.106000
1169,Transit,24.80600000,
1170,Transit,44.34700000,
1171,Transit,11.00815100,0.082000
1172,Transit,92.74371100,0.341000
1173,Transit,12.69914900,0.104000
1174,Transit,37.51445600,0.213000
1175,Transit,2.63386700,0.036000
1176,Transit,6.18667600,0.064000
1177,Transit,1.79630200,0.027000
1178,Transit,3.46809500,0.042000
1179,Transit,5.91432300,0.061000
1180,Transit,29.22128900,0.176000
1181,Transit,20.34219900,0.145000
1182,Transit,44.85189600,0.246000
1183,Transit,6.09732600,0.065000
1184,Transit,19.30577200,0.140000
1185,Transit,56.63374200,0.287000
1186,Transit,34.54500000,0.210000
1187,Transit,125.85180000,0.510000
1188,Transit,66.06340000,0.330000
1189,Transit,10.33760000,0.090000
1190,Transit,13.29070000,0.110000
1191,Transit,14.58934700,0.110000
1192,Transit,36.77031000,0.205000
1193,Transit,3.54651100,0.047000
1194,Transit,5.70078600,0.065000
1195,Transit,2.58082700,0.035000
1196,Transit,3.71533500,0.045000
1197,Transit,7.05567900,0.068000
1198,Transit,11.97901000,0.097000
1199,Transit,20.83423700,0.141000
1200,Transit,19.25419600,0.144000
1201,Transit,54.15574300,0.286000
1202,Transit,3.70121200,0.048000
1203,Transit,6.62640000,0.071000
1204,Transit,12.64516400,0.099000
1205,Transit,21.52625800,0.142000
1206,Transit,33.88405400,0.192000
1207,Transit,10.86438400,0.079000
1208,Transit,5.84163660,0.052100
1209,Transit,19.85029100,0.118000
1210,Transit,34.14211000,0.169000
1211,Transit,63.33627000,0.255000
1212,Transit,38.87182600,0.217000
1213,Transit,74.92013700,0.336000
1214,Transit,10.47546400,0.080000
1215,Transit,22.92881000,0.136000
1216,Transit,77.47363300,0.305000
1217,Transit,2.92712800,0.040000
1218,Transit,6.88587500,0.070000
1219,Transit,15.05478600,0.118000
1220,Transit,38.28548900,0.220000
1221,Transit,29.33434000,0.180000
1222,Transit,60.32310500,0.300000
1223,Transit,143.34394000,0.500000
1224,Transit,10.44634700,0.094000
1225,Transit,40.71495500,0.232000
1226,Transit,2.50855300,0.036000
1227,Transit,5.41902600,0.060000
1228,Transit,13.75124300,0.112000
1229,Transit,30.18410400,0.193000
1230,Transit,127.28218400,0.503000
1231,Transit,1.93705500,0.024000
1232,Transit,7.06114900,0.057000
1233,Transit,3.29570900,0.039000
1234,Transit,5.31594600,0.054000
1235,Transit,9.65347100,0.080000
1236,Transit,5.48700000,
1237,Transit,8.29100000,
1238,Transit,16.73866100,0.121000
1239,Transit,4.64618600,0.050000
1240,Transit,7.24019300,0.067000
1241,Transit,17.32664400,0.120000
1242,Transit,44.84097500,0.227000
1243,Transit,10.41600000,
1244,Transit,13.08400000,
1245,Transit,9.69492800,0.090000
1246,Transit,15.38231000,0.123000
1247,Transit,5.92365300,0.059000
1248,Transit,105.35638300,0.401000
1249,Transit,20.86130000,0.160000
1250,Transit,42.63180000,0.260000
1251,Transit,87.64890100,0.390000
1252,Transit,13.93069800,0.111000
1253,Transit,56.47542000,0.281000
1254,Transit,92.87612500,0.392000
1255,Transit,9.17609200,0.087000
1256,Transit,19.73828600,0.145000
1257,Transit,1.77241900,0.031000
1258,Transit,19.74741200,0.153000
1259,Transit,14.97041800,0.125000
1260,Transit,32.27327300,0.208000
1261,Transit,2.46106900,0.035000
1262,Transit,5.96039200,0.064000
1263,Transit,96.10114100,0.402000
1264,Transit,265.46933500,0.791000
1265,Transit,2.24050800,0.027000
1266,Transit,6.82776600,0.058000
1267,Transit,5.52424200,0.061000
1268,Transit,8.77501000,0.083000
1269,Transit,4.66271500,0.056000
1270,Transit,11.81500700,0.105000
1271,Transit,4.36270500,0.051000
1272,Transit,6.94135700,0.069000
1273,Transit,31.78192500,0.191000
1274,Transit,5.90124000,0.050000
1275,Transit,8.75220000,0.090000
1276,Transit,22.78020000,0.128000
1277,Transit,2.89600000,0.032300
1278,Transit,0.74296000,0.013000
1279,Transit,8.37155400,0.085000
1280,Transit,17.93493700,0.142000
1281,Transit,4.91537900,0.057000
1282,Transit,13.09392100,0.110000
1283,Transit,1.65388800,0.027000
1284,Transit,4.33723400,0.051000
1285,Transit,1.67832700,0.028000
1286,Transit,3.55382200,0.046000
1287,Transit,4.38531500,0.050000
1288,Transit,51.80561200,0.260000
1289,Transit,4.54443900,0.053000
1290,Transit,12.76217200,0.105000
1291,Transit,38.71518500,0.220000
1292,Transit,2.24832900,0.032000
1293,Transit,4.58035800,0.051000
1294,Transit,6.76688800,0.066000
1295,Transit,2.54957500,0.029000
1296,Transit,5.21233300,0.047000
1297,Transit,13.96945700,0.090000
1298,Transit,34.92100000,
1299,Transit,71.31200000,
1300,Transit,7.41639700,0.061000
1301,Transit,18.68473700,0.113000
1302,Transit,5.66793000,0.067700
1303,Transit,13.17562000,0.118900
1304,Transit,21.77596000,0.166200
1305,Transit,31.78440000,0.213800
1306,Transit,41.02902000,0.253500
1307,Transit,8.25978000,0.075000
1308,Transit,15.95538700,0.116000
1309,Transit,8.45749600,0.065000
1310,Transit,17.28111000,0.105000
1311,Transit,32.13432800,0.159000
1312,Transit,7.62632400,0.070000
1313,Transit,15.99562200,0.114000
1314,Transit,34.21154000,0.189000
1315,Transit,12.55115800,0.087000
1316,Transit,24.08821000,0.135000
1317,Transit,5.47031900,0.061000
1318,Transit,12.75800500,0.107000
1319,Transit,25.09849000,0.168000
1320,Transit,6.56233100,0.075000
1321,Transit,67.84446900,0.356000
1322,Transit,2.02482300,0.033000
1323,Transit,9.60000100,0.092000
1324,Transit,20.67877200,0.154000
1325,Transit,3.29278100,0.045000
1326,Transit,9.69320100,0.093000
1327,Transit,13.72697600,0.117000
1328,Transit,24.31085600,0.172000
1329,Transit,44.43101400,0.257000
1330,Transit Timing Variations,9.34100000,
1331,Transit,4.97765600,0.055000
1332,Transit,6.98805500,0.069000
1333,Transit,10.55834500,0.091000
1334,Transit,288.82200000,1.089600
1335,Transit,14.84438700,0.134000
1336,Transit,22.82466900,0.178000
1337,Transit,5.19552800,0.060000
1338,Transit,8.01041000,0.080000
1339,Transit,27.66631300,0.182000
1340,Transit,42.47326900,0.242000
1341,Transit,15.17031800,0.128000
1342,Transit,26.23413800,0.185000
1343,Transit,39.45935700,0.242000
1344,Transit,8.96855000,0.088000
1345,Transit,23.22182000,0.167000
1346,Transit,21.96394500,0.153000
1347,Transit,125.59680900,0.488000
1348,Transit,7.41556300,0.066000
1349,Transit,9.38742700,0.077000
1350,Transit,6.51112700,0.071000
1351,Transit,23.85154900,0.168000
1352,Transit,12.79836000,0.110000
1353,Transit,27.32087100,0.183000
1354,Transit,7.05677000,0.076000
1355,Transit,17.26542700,0.138000
1356,Transit,5.92977800,0.065000
1357,Transit,12.24762900,0.105000
1358,Transit,131.45800000,0.603470
1359,Transit,11.18956200,0.104000
1360,Transit,17.84900000,
1361,Transit,26.13600000,
1362,Transit,37.05491900,0.214000
1363,Transit,57.24809000,0.287000
1364,Transit,10.05537000,0.085000
1365,Transit,16.33299500,0.118000
1366,Transit,5.79527800,0.051000
1367,Transit,8.41089400,0.065000
1368,Transit,5.47666000,0.054000
1369,Transit,16.93440200,0.115000
1370,Transit,24.20984200,0.146000
1371,Transit,11.03189000,0.102000
1372,Transit,25.76229400,0.179000
1373,Transit,4.61269600,0.057000
1374,Transit,13.12163200,0.115000
1375,Transit,6.47543400,0.063000
1376,Transit,16.85837000,0.120000
1377,Transit,49.49987500,0.246000
1378,Transit,34.06046700,0.210000
1379,Transit,83.48836900,0.381000
1380,Transit,25.56322200,0.178000
1381,Transit,57.68802000,0.307000
1382,Transit,77.09569100,0.372000
1383,Transit,13.83989000,0.115300
1384,Transit,16.23855000,0.128300
1385,Transit,3.28967200,0.044000
1386,Transit,7.18643400,0.075000
1387,Transit,8.48661600,0.086000
1388,Transit,55.18802300,0.300000
1389,Transit,10.32718600,0.087000
1390,Transit,37.86628100,0.207000
1391,Transit,3.61456800,0.048000
1392,Transit,7.54242700,0.079000
1393,Transit,11.93212500,0.107000
1394,Transit,25.74571800,0.178000
1395,Transit,59.98062700,0.312000
1396,Transit,10.66490300,0.098000
1397,Transit,17.78412900,0.137000
1398,Transit,3.28195900,0.045000
1399,Transit,12.51616000,0.110000
1400,Transit,37.81572400,0.201000
1401,Transit,53.57863700,0.253000
1402,Transit,26.84768000,0.186000
1403,Transit,72.37933400,0.360000
1404,Transit,2.73275600,0.030000
1405,Transit,14.87157200,0.094000
1406,Transit,13.36730800,0.100300
1407,Transit,21.30188600,0.136800
1408,Transit,39.79218700,0.207600
1409,Transit Timing Variations,51.19600000,
1410,Transit,4.57953000,0.054000
1411,Transit,19.02293000,0.140000
1412,Transit,34.76327800,0.200000
1413,Transit,67.96801500,0.313000
1414,Transit,6.84969200,0.075000
1415,Transit,20.05376300,0.154000
1416,Transit,30.09256800,0.201000
1417,Transit,5.53530900,0.060000
1418,Transit,16.72594800,0.126000
1419,Transit,1.89780600,0.029000
1420,Transit,3.28280700,0.042000
1421,Transit,5.02821900,0.056000
1422,Transit,12.12593400,0.101000
1423,Transit,19.98632600,0.141000
1424,Transit,4.92019900,0.057000
1425,Transit,14.17232700,0.115000
1426,Transit,12.50952900,0.109000
1427,Transit,27.01497600,0.182000
1428,Transit,16.09236100,0.112000
1429,Transit,28.90600900,0.166000
1430,Transit,20.09838000,0.152000
1431,Transit,62.78469700,0.326000
1432,Transit,105.59900000,0.463200
1433,Transit,3.93082100,0.050000
1434,Transit,7.63000400,0.078000
1435,Transit,5.62902100,0.066000
1436,Transit,13.39163500,0.117000
1437,Transit,5.26215500,0.055000
1438,Transit,12.16270100,0.097000
1439,Transit,12.90453200,0.095000
1440,Transit,31.20075100,0.172000
1441,Transit,22.59705300,0.148000
1442,Transit,45.34826900,0.236000
1443,Transit,10.04368600,0.097000
1444,Transit,15.16316100,0.127000
1445,Transit,12.31043000,0.096000
1446,Transit,25.19345800,0.155000
1447,Transit,6.79163600,0.068000
1448,Transit,11.83754900,0.098000
1449,Transit,3.17331500,0.036000
1450,Transit,13.29700400,0.093000
1451,Transit,3.24410700,0.041000
1452,Transit,14.51143000,0.110000
1453,Transit,21.08721000,0.164000
1454,Transit,6.73808800,0.065000
1455,Transit,13.06002200,0.101000
1456,Transit,7.41675500,0.082000
1457,Transit,20.48543500,0.161000
1458,Transit,5.34185300,0.059000
1459,Transit,10.42311800,0.093000
1460,Transit,9.18241700,0.091000
1461,Transit,14.61361200,0.124000
1462,Transit,8.00501300,0.083000
1463,Transit,12.13068600,0.110000
1464,Transit,7.05434600,0.061000
1465,Transit,34.98926200,0.177000
1466,Transit,42.99400000,
1467,Transit,88.50500000,
1468,Transit,22.25094900,0.144000
1469,Transit,135.49852700,0.480000
1470,Transit,4.08142300,0.044000
1471,Transit,11.41941200,0.087000
1472,Transit,14.42528100,0.103000
1473,Transit,26.67569000,0.155000
1474,Transit,58.03461600,0.261000
1475,Transit,3.21346000,0.045600
1476,Transit,6.87349000,0.080000
1477,Transit,9.02438900,0.087000
